age,monthly_charges,tenure,n_monthly_visits,monthly_products,total_charges,irrelevant_1,irrelevant_2
30,750,6,8,2.0,3111.43,0.88,0.33
64,1196,29,3,2.0,42193.25,0.33,-0.34
61,73,44,2,4.0,2041.35,0.71,-0.12
39,514,32,7,4.0,20350.54,0.66,-0.96
36,1706,36,2,5.0,31907.82,0.24,-1.76
63,2905,50,5,9.0,128168.04,0.31,0.11
48,1165,22,5,4.0,20490.17,0.56,1.73
63,2440,54,6,8.0,93356.47,0.47,0.49
25,965,38,0,4.0,51909.47,0.16,1.06
43,2966,25,7,10.0,41719.23,0.08,-0.24
72,1235,63,2,6.0,60107.8,0.69,-1.14
25,2882,5,7,13.0,10988.92,0.41,1.08
50,301,33,6,2.0,12892.9,0.87,0.31
55,665,32,7,2.0,19407.34,0.77,-0.5
26,344,37,2,1.0,9101.34,0.44,-0.24
62,334,29,3,1.0,11718.53,0.55,0.69
20,746,39,7,4.0,37118.43,0.61,0.6
70,1881,62,3,7.0,174255.65,0.56,-0.23
20,67,22,4,1.0,1090.43,0.44,1.17
64,170,48,3,2.0,11257.77,0.59,0.65
72,1453,61,5,7.0,92348.4,0.06,-0.06
69,2633,46,9,12.0,132083.36,0.84,0.58
23,2445,27,7,9.0,56606.01,0.52,-1.46
64,2530,60,8,9.0,144291.58,0.04,0.58
51,480,50,2,3.0,19563.18,0.8,-0.1
36,2614,22,4,10.0,43067.04,0.89,-1.03
47,91,26,0,2.0,1797.18,0.34,0.56
50,1740,49,2,8.0,73139.96,0.18,0.91
59,1625,40,1,7.0,66572.76,0.15,1.01
40,2830,13,2,11.0,44469.85,0.43,-0.19
30,2686,7,6,10.0,18650.41,0.22,2.69
52,988,23,2,6.0,31283.82,0.22,-0.68
76,1382,48,4,4.0,94058.43,0.37,1.46
44,782,48,6,1.0,47117.28,0.98,0.07
23,29,38,6,1.0,1507.69,0.26,-0.37
51,2191,16,2,8.0,38756.45,0.54,-1.36
58,1676,50,0,7.0,91935.71,0.82,1.23
36,2438,45,3,8.0,114442.63,0.14,-2.02
66,1339,40,5,1.0,78107.21,0.21,0.48
37,621,13,2,1.0,5265.47,0.91,0.69
31,501,12,1,6.0,5284.67,0.82,-1.26
66,45,48,0,1.0,2140.79,0.09,1.21
79,1811,51,5,5.0,120312.61,0.36,0.11
75,880,40,6,4.0,41281.41,0.78,-0.36
73,272,38,2,1.0,8436.52,0.35,-0.03
23,1649,13,8,9.0,30433.34,0.79,-0.55
65,1030,50,3,7.0,40167.74,0.52,-0.37
73,644,33,5,2.0,12591.23,0.33,0.09
53,93,31,9,1.0,2092.92,0.06,-0.37
66,118,30,6,1.0,4217.03,0.18,-0.31
71,1518,47,8,5.0,84508.14,0.55,-1.34
65,945,40,3,5.0,35162.84,0.95,0.07
73,69,65,1,1.0,4945.11,0.03,-0.35
59,1400,43,3,8.0,58701.7,0.5,0.0
31,2814,24,3,8.0,100828.56,0.65,0.72
56,1878,31,4,9.0,44178.37,0.73,0.93
29,2788,31,9,11.0,90362.42,0.75,1.35
26,1387,43,2,7.0,83483.54,0.48,-0.83
42,980,13,6,3.0,13389.73,0.91,-0.08
38,530,48,4,6.0,22324.68,0.55,-0.18
21,1214,6,6,4.0,6450.81,0.86,-0.2
25,914,26,0,9.0,28060.81,0.18,0.89
70,2515,61,5,10.0,115973.84,0.77,0.15
66,2933,51,3,13.0,214232.11,0.48,-1.9
32,1185,10,6,1.0,11113.15,0.51,-0.71
33,2465,34,3,8.0,77389.57,0.25,-0.23
24,918,20,0,4.0,22914.9,0.34,0.36
51,327,24,4,1.0,6564.99,0.4,0.09
39,1527,10,4,5.0,17365.55,0.73,0.36
71,326,52,0,1.0,19690.72,0.67,0.69
31,943,24,8,1.0,27700.78,0.29,-1.45
59,654,35,5,3.0,23727.24,0.67,-1.01
71,297,56,0,2.0,11367.24,0.3,0.43
53,2380,33,8,9.0,54857.52,0.91,-0.8
50,2713,27,3,8.0,95173.83,0.26,-0.27
40,2299,12,4,6.0,26671.43,0.19,-0.41
48,1199,18,8,3.0,18608.62,0.43,-1.75
40,1253,36,2,8.0,45836.11,0.09,-0.08
63,2481,31,0,10.0,56176.84,0.26,-0.61
41,2214,30,8,6.0,88961.22,0.74,-0.3
61,1010,28,6,1.0,36949.45,0.02,-0.47
59,2274,31,2,2.0,76556.77,0.64,0.86
29,1248,27,1,7.0,31592.71,0.68,0.49
54,168,51,8,1.0,5984.39,0.21,-0.04
38,868,12,2,1.0,15245.33,0.84,-1.2
59,1342,53,6,4.0,98560.82,0.82,-0.57
61,529,57,5,4.0,19324.85,0.32,1.22
64,347,52,7,2.0,21655.02,0.64,0.21
63,507,56,7,1.0,31170.35,0.89,-1.25
35,1530,12,1,5.0,27271.41,0.59,0.33
25,1085,31,1,6.0,34091.52,0.33,-0.26
47,528,24,5,2.0,9276.72,0.1,0.17
32,1158,40,8,5.0,34739.87,0.64,0.29
52,106,20,9,2.0,3048.52,0.66,-1.73
54,446,46,5,1.0,11957.05,0.06,0.33
59,647,30,2,4.0,21547.27,0.66,2.25
49,1609,47,8,7.0,87881.01,0.35,-0.47
60,303,32,3,4.0,7864.79,0.69,0.92
44,1228,32,7,5.0,37268.53,0.33,-0.23
35,1303,16,0,8.0,30748.03,0.79,-1.72
31,97,21,4,1.0,1566.94,0.73,2.03
65,2122,32,9,7.0,77536.0,0.21,0.5
35,189,30,3,1.0,8496.89,0.33,-0.17
73,2140,58,7,8.0,72198.37,0.66,0.89
56,1483,37,8,6.0,79991.56,0.23,-0.13
51,2245,16,7,8.0,20084.21,0.81,-0.92
44,2833,47,3,12.0,143591.18,0.43,-0.56
78,422,36,3,2.0,13767.99,0.4,-1.22
53,1458,20,6,5.0,27187.51,0.09,1.27
72,1353,40,4,4.0,68786.71,0.95,0.26
48,1410,54,4,4.0,62899.91,0.07,1.19
73,746,38,8,1.0,33062.68,0.57,-0.69
61,704,52,7,4.0,35002.92,0.51,-1.02
61,1880,21,5,5.0,29522.63,0.59,-0.2
29,1314,12,4,2.0,14477.92,0.91,0.2
66,2777,60,5,9.0,210133.65,0.22,-0.54
35,827,44,5,2.0,28496.74,0.09,0.29
35,1787,38,2,6.0,39836.66,0.18,-0.85
24,771,27,7,3.0,15325.39,0.84,1.4
59,1376,20,3,9.0,36135.23,0.14,0.76
24,1192,11,0,3.0,16896.22,0.53,0.82
61,2558,58,4,10.0,220590.21,0.28,-0.89
78,908,50,2,5.0,65927.48,0.05,-0.87
55,20,23,5,1.0,631.9,0.33,1.13
78,1226,65,1,5.0,104835.8,0.41,0.67
45,687,23,3,2.0,20106.29,0.08,2.58
40,1711,46,7,3.0,95685.38,0.76,0.96
69,1707,54,9,9.0,80315.45,0.74,0.33
64,864,34,9,7.0,26034.04,0.65,-1.54
33,940,44,2,7.0,26593.56,0.77,0.41
43,2782,19,6,10.0,44326.27,0.6,0.4
49,1344,42,3,7.0,31959.65,0.92,0.32
58,2392,28,7,8.0,38555.68,1.0,0.02
40,595,11,0,1.0,9702.87,0.55,-1.24
41,1050,35,3,1.0,45372.51,0.65,2.39
45,62,38,2,1.0,2259.02,0.41,1.68
21,2023,39,2,9.0,78754.47,0.93,-0.33
45,550,45,9,3.0,33619.39,0.97,0.39
31,1202,12,2,1.0,15181.87,0.93,2.03
74,1091,55,3,4.0,66436.45,0.43,0.35
32,150,18,7,1.0,2258.14,0.48,-0.7
56,253,24,4,1.0,7679.48,0.7,0.73
58,1210,54,9,3.0,61490.65,0.27,-1.89
35,2575,32,9,11.0,76196.24,0.95,-0.24
68,1324,39,1,9.0,46118.58,0.16,0.96
45,2192,34,2,7.0,40804.27,0.61,0.43
21,1749,32,7,3.0,76463.36,0.84,1.46
39,720,10,8,4.0,8315.86,0.8,-0.24
75,1026,39,0,3.0,33014.86,0.79,-0.18
75,1361,28,0,3.0,46359.3,0.6,-0.7
65,2368,44,4,9.0,116723.32,0.65,-1.98
29,472,25,2,3.0,13869.07,0.46,-1.58
31,1625,21,3,6.0,48228.14,0.55,0.86
40,2016,46,2,7.0,93388.16,0.33,-0.21
23,115,24,6,1.0,2839.97,0.87,-0.83
65,2463,53,5,9.0,156436.07,0.27,-0.08
51,1481,29,4,7.0,29720.2,0.3,-0.2
35,1189,22,5,5.0,16645.86,0.43,-0.38
47,2846,25,5,13.0,60518.37,0.92,0.43
60,2943,48,0,9.0,146859.29,0.8,1.56
76,1576,68,1,6.0,129852.49,0.91,-0.23
28,1456,38,4,5.0,37873.85,0.08,-0.54
77,81,38,7,1.0,3802.12,0.31,-0.18
47,1897,26,5,10.0,56413.73,0.37,-0.17
73,854,47,8,6.0,43348.1,0.51,-0.91
46,2972,28,1,11.0,84705.22,0.3,0.43
57,678,34,5,4.0,22409.75,0.3,0.75
35,562,12,9,6.0,7057.82,0.08,-0.74
63,979,35,8,5.0,31045.29,0.14,-0.49
49,1394,32,3,7.0,46109.51,0.47,0.75
23,1258,5,3,4.0,5234.7,0.87,1.14
27,2648,23,1,13.0,41185.66,0.38,0.15
42,2645,32,5,9.0,122154.76,0.81,-1.1
57,55,33,4,1.0,2213.63,0.96,-0.4
64,155,28,8,1.0,2617.38,0.32,-0.54
21,1494,35,0,5.0,57910.32,0.79,-0.26
52,2786,30,5,10.0,66642.17,0.73,-0.49
49,1038,51,6,5.0,26983.57,0.74,-0.04
48,1919,22,0,9.0,43088.17,0.74,0.33
48,1079,38,9,2.0,44774.45,0.06,0.67
35,2967,46,5,13.0,119468.58,0.2,0.9
45,2460,43,6,12.0,118601.8,0.88,-1.26
40,2933,11,9,11.0,34529.09,0.75,-0.71
71,2408,31,2,11.0,75299.47,0.93,-0.2
45,2669,47,9,10.0,160284.09,0.38,2.08
71,1219,31,7,2.0,20404.69,0.19,0.08
39,2668,31,9,10.0,62467.49,0.1,-0.31
24,1692,28,2,8.0,51510.75,0.1,-0.24
51,923,30,0,4.0,33367.85,0.76,-0.07
63,1148,40,2,4.0,46294.67,0.79,0.04
52,2668,40,2,6.0,123015.97,0.2,2.05
26,1578,30,5,5.0,57688.79,0.77,-0.05
63,1259,51,9,8.0,51130.85,0.32,-0.13
44,2631,26,3,10.0,43690.63,0.59,-0.16
33,753,26,5,3.0,19304.12,0.09,0.35
64,1785,28,5,5.0,73822.2,0.15,0.4
38,2577,20,5,11.0,59772.33,0.44,-0.86
31,1882,6,2,7.0,8810.11,0.45,-1.15
68,2333,34,9,10.0,102942.18,0.9,1.06
27,1128,17,2,3.0,28655.28,0.85,0.89
67,2683,32,0,9.0,118006.09,0.35,0.02
74,2636,28,8,6.0,50649.54,0.9,-0.28
66,2726,62,7,11.0,215187.74,0.73,0.74
49,525,21,2,3.0,13974.19,0.23,-0.11
44,2701,30,1,7.0,99916.36,0.73,0.45
59,1733,43,6,10.0,67290.54,0.34,1.95
72,2676,44,1,10.0,112997.14,0.23,-1.85
21,45,1,2,1.0,60.39,0.42,0.06
38,1176,16,0,7.0,18625.3,0.9,1.23
50,826,45,1,3.0,48694.42,0.53,-0.96
27,1130,7,6,4.0,10618.5,0.1,1.84
20,2072,4,6,9.0,5758.17,0.29,-1.16
38,2385,37,2,11.0,102282.51,0.85,0.46
59,1882,25,4,8.0,66758.87,0.71,0.67
49,2251,53,9,7.0,155170.59,0.3,0.97
48,1730,30,2,5.0,28796.5,0.52,-0.01
27,2299,31,2,11.0,51961.95,0.1,-0.26
39,2721,36,5,9.0,130439.52,0.09,-1.0
44,2825,44,0,14.0,165605.0,0.84,0.37
51,481,45,8,3.0,18301.93,0.32,0.33
50,1006,42,2,3.0,37760.95,0.42,1.55
68,2741,43,2,11.0,78739.81,0.29,0.75
65,2243,35,4,10.0,103476.44,0.02,0.45
26,809,33,3,2.0,28293.68,0.36,1.08
54,206,41,5,1.0,4969.68,0.58,0.1
41,145,23,7,1.0,3979.6,0.07,-0.76
21,12,8,5,2.0,106.57,0.7,1.08
66,2555,30,1,10.0,66108.24,0.44,-0.56
45,2162,50,8,12.0,73420.49,0.54,-0.01
69,2148,51,5,5.0,123884.66,0.36,-0.38
32,595,7,9,4.0,2268.94,0.39,1.3
35,2953,44,0,13.0,108217.16,0.19,0.23
34,858,8,0,3.0,6729.07,0.41,0.71
61,2697,49,6,10.0,88517.8,0.2,-0.88
76,1402,43,3,6.0,76597.45,0.69,0.65
22,1962,6,3,9.0,15485.29,0.04,0.43
59,118,47,0,1.0,3487.24,0.72,-0.01
78,92,52,3,1.0,3988.37,0.14,1.13
38,1457,45,8,8.0,75726.92,0.47,2.67
52,2974,26,7,13.0,68516.49,0.2,0.69
72,959,56,1,4.0,39110.15,0.35,0.07
28,2914,6,4,8.0,12321.99,0.86,0.51
70,2302,48,8,6.0,129515.57,0.28,-1.05
54,1468,35,3,6.0,64574.59,0.3,-0.51
55,1672,18,9,7.0,21983.65,0.01,1.93
23,1581,6,9,6.0,12785.41,0.01,0.98
65,847,49,8,4.0,46551.45,0.07,-1.05
24,898,37,4,1.0,25383.4,0.46,-0.14
35,2872,43,8,14.0,147713.56,0.58,2.45
28,1002,25,9,3.0,31408.93,0.12,-0.25
21,2280,16,9,11.0,52679.85,0.33,-0.09
32,1279,20,1,6.0,25321.01,0.11,-1.85
71,1603,60,6,7.0,53938.71,0.0,-0.76
23,1571,24,9,7.0,27573.75,0.64,0.42
42,2492,28,1,11.0,44395.22,0.43,0.8
29,1230,41,8,3.0,54251.03,0.12,-0.32
60,1441,40,6,7.0,67856.98,0.08,0.59
44,0,43,5,1.0,0.0,0.1,0.77
43,589,35,6,5.0,13405.64,0.69,0.87
68,2945,31,6,11.0,95346.98,0.01,-1.16
69,27,49,5,1.0,1872.51,0.35,-1.29
71,1311,47,7,2.0,57779.34,0.58,0.35
66,1712,28,8,6.0,58189.95,0.89,0.3
39,1661,35,3,6.0,75470.94,0.02,-0.13
75,2056,35,7,7.0,95900.97,0.86,0.47
30,604,36,9,3.0,15275.9,0.26,0.5
21,2404,12,7,7.0,40714.42,0.89,-0.02
74,699,56,7,1.0,50718.26,0.6,-1.58
75,1515,52,2,5.0,67650.54,0.34,-1.22
54,2386,48,6,11.0,162424.87,0.62,1.02
30,791,16,8,4.0,8760.33,0.71,1.53
40,529,39,8,1.0,19703.19,0.88,-0.51
33,2088,11,3,5.0,29164.15,0.17,0.11
58,2635,24,2,11.0,48153.67,0.66,2.0
42,2297,27,9,7.0,52940.51,0.04,1.44
73,2990,45,2,11.0,93763.34,0.49,-0.55
29,1221,27,2,4.0,46078.15,0.83,1.95
72,2929,50,2,11.0,146834.89,0.6,-0.35
73,1892,46,6,8.0,90443.66,0.05,-0.13
65,2879,42,1,8.0,107498.7,0.18,0.04
62,2613,59,6,11.0,151181.61,0.16,-1.05
39,2750,32,5,11.0,69262.98,0.17,-0.73
65,783,40,5,4.0,24715.73,0.4,-0.4
66,2253,31,0,4.0,71476.23,0.35,0.68
46,773,50,5,1.0,56897.86,0.29,0.3
57,1584,25,4,1.0,56660.65,0.63,0.32
50,1729,43,4,8.0,75122.02,0.99,-1.0
66,259,59,5,1.0,8696.09,0.9,-0.55
24,31,27,9,1.0,877.17,0.26,-0.33
64,2595,39,1,8.0,149828.38,0.53,-1.16
26,800,24,7,3.0,17181.11,0.06,-0.54
59,230,38,8,1.0,8973.33,0.12,-0.97
33,1401,26,1,7.0,43127.54,0.02,0.33
56,618,41,6,1.0,22243.39,0.66,-0.53
74,183,40,1,1.0,9984.35,0.54,0.95
49,734,16,3,2.0,7100.53,0.0,0.07
62,1037,60,9,6.0,62235.48,0.33,-1.82
51,1028,26,9,3.0,26347.03,0.97,0.73
44,766,36,9,1.0,30304.6,0.4,-2.34
65,2927,49,1,14.0,87790.15,0.48,0.27
51,2090,22,5,4.0,35375.61,0.03,0.08
20,1812,33,1,5.0,56107.69,0.78,0.29
53,2892,55,9,11.0,129589.13,0.24,-0.22
53,201,50,9,3.0,7231.65,0.53,0.38
53,370,54,1,1.0,28098.3,0.24,0.08
22,585,28,3,2.0,16188.0,0.4,-1.46
24,2090,39,9,7.0,75189.83,0.17,-0.28
24,2939,37,5,10.0,134488.79,0.83,-0.26
48,225,26,9,1.0,5249.85,0.01,1.33
30,1461,37,2,7.0,57652.5,0.28,-2.35
52,1553,43,4,6.0,67587.85,0.0,-0.05
75,1385,28,8,6.0,22272.07,0.09,-0.9
51,371,45,6,3.0,21533.45,0.77,0.08
71,1243,36,0,6.0,53646.7,0.41,-1.45
21,620,30,3,2.0,17948.32,0.38,-0.34
56,2352,45,6,12.0,152718.34,0.66,-0.43
52,2472,38,5,11.0,59252.27,0.18,-0.34
71,2156,34,3,7.0,82640.79,0.31,-0.85
40,1054,49,3,4.0,70471.4,0.66,0.56
38,2348,49,0,7.0,169369.23,0.61,0.53
66,2836,43,9,6.0,93069.98,0.05,0.43
39,333,41,9,1.0,8943.39,0.01,0.06
73,1744,35,7,3.0,84860.43,0.02,0.53
68,463,55,4,1.0,28476.31,0.62,-0.3
37,414,21,4,1.0,7328.29,0.41,-0.57
74,772,47,7,3.0,38406.97,0.42,-1.32
52,410,33,6,4.0,14627.84,0.85,1.28
66,1454,34,7,4.0,29839.58,0.32,-0.53
47,1560,41,4,6.0,91734.58,0.98,0.48
34,1928,44,9,9.0,84599.57,0.56,0.88
73,1085,59,7,3.0,70813.27,0.41,-1.11
48,1553,15,7,4.0,26447.99,0.39,-0.34
48,883,25,5,1.0,13516.33,0.88,-2.21
59,1862,39,0,8.0,82442.03,0.78,1.26
52,1043,33,5,1.0,22687.08,0.33,-0.36
69,1244,40,3,5.0,45518.94,0.13,0.03
65,754,51,8,4.0,50139.76,0.46,-0.11
69,1713,48,1,6.0,107223.24,0.99,0.82
64,1187,51,2,1.0,41863.64,0.99,1.23
62,2793,53,6,15.0,138654.71,0.53,-0.71
72,695,62,6,1.0,52458.44,0.14,0.42
21,221,9,3,1.0,2824.0,0.16,-1.31
74,1589,50,1,1.0,74696.66,0.69,0.58
64,697,53,5,1.0,40939.31,0.15,0.39
43,1785,14,7,4.0,29200.34,0.47,-1.36
38,2034,47,6,8.0,116942.56,0.57,1.13
24,2744,40,2,9.0,149016.15,0.51,0.14
66,86,25,0,1.0,1524.58,0.81,-0.84
47,606,29,6,4.0,16022.92,0.63,1.09
35,114,45,6,2.0,5748.3,0.12,0.03
60,680,55,2,1.0,52692.58,0.47,-0.17
30,2571,20,1,13.0,27450.02,0.82,0.71
40,130,50,3,1.0,3674.23,0.45,1.0
67,482,42,9,1.0,16212.71,0.57,-0.26
28,1112,6,1,8.0,6645.89,0.27,-0.16
43,2463,38,0,13.0,67873.94,0.12,0.16
69,1898,58,2,7.0,131020.74,0.36,-0.15
58,603,24,6,2.0,12366.18,0.76,0.08
30,2805,39,2,10.0,122929.63,0.7,0.18
77,2059,49,8,8.0,150017.41,0.77,0.12
67,2705,30,3,15.0,71306.79,0.18,-0.69
47,1253,25,1,6.0,26994.93,0.35,0.01
55,136,51,1,5.0,10282.81,0.54,-1.83
62,2275,57,5,10.0,194135.89,0.08,-0.42
57,2138,40,1,7.0,73684.34,0.82,-0.25
78,1237,55,2,6.0,35143.16,0.48,0.88
43,2070,26,6,9.0,42905.84,0.6,-0.95
50,413,23,9,1.0,11752.73,0.0,0.88
36,2725,46,7,10.0,131956.77,0.11,-0.86
52,1299,34,6,5.0,32474.57,0.63,0.58
49,186,34,6,1.0,9348.16,0.24,-0.08
22,156,4,5,1.0,637.8,0.74,-0.34
65,1679,36,3,7.0,84944.12,0.11,-0.61
35,2741,42,6,8.0,122901.75,0.13,-2.63
60,766,23,2,4.0,21236.37,0.14,-0.14
62,1316,30,8,4.0,56496.84,0.51,0.45
64,1430,56,9,7.0,114657.69,0.9,1.42
37,2930,12,5,15.0,42353.44,0.47,0.84
50,2427,46,7,11.0,145654.01,0.22,1.75
23,1047,23,7,4.0,23699.53,0.49,-0.63
42,497,15,0,2.0,9872.13,0.09,-1.25
61,2216,43,9,9.0,124777.85,0.48,0.4
77,204,31,7,1.0,4075.97,0.91,-0.38
46,2364,47,5,7.0,61581.91,0.68,-0.54
68,1956,54,7,5.0,133588.02,0.62,0.65
62,948,52,1,4.0,56365.51,0.13,0.18
25,1828,32,3,7.0,32469.0,0.24,1.89
24,1493,5,0,11.0,9196.25,0.84,0.69
71,2372,37,2,9.0,94725.02,0.08,-0.56
39,1298,25,5,2.0,37503.52,0.69,-0.28
52,217,20,0,1.0,2390.73,0.86,1.52
40,185,40,1,1.0,4912.32,0.79,0.28
64,2016,35,5,8.0,92191.33,0.22,-0.76
37,2310,23,1,9.0,58426.87,0.4,-0.17
36,1079,37,8,4.0,35292.82,0.73,0.4
71,699,30,0,1.0,25466.28,0.81,-0.18
62,1872,22,3,7.0,44882.17,0.96,-0.37
21,114,20,9,1.0,2823.76,0.7,0.01
28,2057,19,2,10.0,44450.7,0.56,-1.16
73,744,27,0,4.0,10063.16,0.27,-0.44
64,2364,38,6,10.0,49652.96,0.04,-0.33
48,1513,15,5,8.0,29374.06,0.14,-1.31
77,2532,54,9,9.0,189677.55,0.49,-0.27
50,2518,32,5,8.0,117326.24,0.24,-1.66
61,2364,44,2,11.0,115580.84,0.7,1.74
50,252,51,0,3.0,18619.78,0.72,0.78
22,1889,36,7,5.0,54840.74,0.66,-0.31
67,1461,24,5,7.0,20469.68,0.36,-0.6
58,2224,34,9,9.0,77000.59,0.44,1.96
22,1412,13,3,7.0,27186.32,0.49,1.57
69,1576,39,6,5.0,31403.46,0.43,-0.85
79,104,45,9,1.0,4182.33,0.48,0.43
30,832,44,9,6.0,41856.45,0.62,0.91
50,1910,49,0,6.0,111579.19,0.74,0.53
63,2435,53,6,9.0,95156.13,0.69,0.57
68,932,51,0,2.0,65473.46,0.91,-0.23
71,2400,47,5,11.0,125534.8,0.41,1.29
26,2010,43,2,6.0,67253.38,0.7,0.79
72,149,43,9,1.0,8896.51,0.03,-0.86
72,278,34,3,3.0,6161.06,0.73,0.24
73,710,35,9,4.0,31320.52,0.05,0.01
26,999,12,5,4.0,16030.85,0.97,-0.17
23,2629,8,9,14.0,24867.08,0.74,0.81
38,1488,43,6,3.0,53252.78,0.6,0.07
35,2240,30,1,9.0,71441.99,0.45,1.29
20,994,20,9,5.0,16334.12,0.7,0.66
79,1014,54,2,2.0,47751.78,0.9,-0.35
42,2135,30,2,6.0,43002.26,0.41,0.35
20,2004,27,7,11.0,60531.65,0.46,-0.07
46,756,29,3,2.0,18984.87,0.05,-0.46
75,2664,37,2,10.0,136513.99,0.42,-0.18
55,2176,27,4,7.0,72974.58,0.44,-1.23
37,646,14,6,2.0,10137.66,0.53,-0.23
44,523,29,8,1.0,18762.25,0.23,-1.61
78,2547,30,4,9.0,95138.3,0.58,0.46
25,956,18,0,4.0,22988.5,0.97,0.12
74,2473,46,2,10.0,79362.1,0.69,-0.96
47,1417,48,5,4.0,56150.27,0.74,0.79
37,2529,17,5,11.0,32456.64,0.1,0.7
22,1072,27,3,6.0,21241.07,0.16,0.87
72,2983,57,5,12.0,158486.2,0.44,0.53
21,1953,23,7,6.0,44800.21,0.03,-1.0
20,359,28,5,3.0,6380.27,0.67,-0.38
25,2388,41,4,7.0,89886.09,0.35,0.73
72,609,33,3,1.0,12791.67,0.02,2.03
31,1445,44,8,3.0,36297.72,0.73,0.04
46,2239,29,5,13.0,33666.83,0.13,0.73
68,2089,34,5,10.0,93219.71,0.66,-1.66
29,751,9,6,1.0,6807.9,0.71,2.61
73,1308,50,8,1.0,83202.07,0.48,0.24
78,1832,33,7,8.0,79859.05,0.68,-0.77
39,795,23,5,1.0,25912.17,0.83,1.13
57,2029,38,3,12.0,68255.48,0.98,2.64
69,310,44,0,1.0,13813.74,0.71,0.75
74,1620,57,3,3.0,115569.54,1.0,0.68
79,1532,53,6,6.0,83513.19,0.98,1.31
55,1036,39,7,5.0,22280.44,0.94,0.3
76,1676,59,5,4.0,144523.77,0.98,-0.1
67,1671,51,9,7.0,120617.69,0.37,0.83
37,2214,16,1,8.0,48897.32,0.31,0.04
33,1819,9,2,9.0,12578.64,0.87,-0.31
65,2309,48,1,7.0,100215.81,0.69,-2.37
36,1054,18,0,5.0,9742.43,0.53,-0.42
50,710,47,8,5.0,31331.07,0.47,0.71
55,914,38,8,3.0,51714.87,0.73,-1.12
27,2953,18,6,8.0,69489.25,0.48,-2.2
26,1081,8,0,5.0,6946.83,0.98,-2.04
64,1034,41,2,3.0,40837.92,0.74,2.06
25,2805,41,8,11.0,100472.25,0.36,0.64
26,162,21,4,1.0,5000.57,0.46,-0.04
38,1194,25,4,5.0,33306.98,0.07,-0.41
24,1402,17,1,7.0,14787.45,0.96,0.37
57,2798,39,9,10.0,145474.27,0.78,-0.18
73,1419,30,2,5.0,36845.42,0.28,-0.02
71,1259,47,0,4.0,86228.79,0.85,0.33
63,146,49,6,1.0,10025.59,0.94,-0.49
66,129,40,8,1.0,3417.49,0.25,-0.65
44,763,51,5,3.0,44767.59,0.86,-0.33
21,1193,1,8,4.0,648.14,0.04,0.99
47,1919,49,9,9.0,88511.43,0.33,-0.2
79,2939,58,5,10.0,215169.29,0.37,2.92
59,532,36,5,1.0,12155.3,0.54,1.94
40,1071,42,6,8.0,26828.49,0.85,-0.13
61,694,58,8,2.0,55451.02,0.49,0.34
44,578,26,1,2.0,10616.15,0.22,0.66
67,1996,51,2,5.0,138399.61,0.24,-0.44
24,132,35,3,1.0,4366.53,0.71,0.87
50,2301,46,2,10.0,78392.05,0.71,0.42
65,1438,41,8,3.0,61619.56,0.24,0.78
67,2417,30,7,12.0,83965.2,0.56,0.72
51,246,40,7,1.0,7266.53,0.69,0.14
61,1155,53,2,5.0,33194.07,0.03,-0.63
33,2896,11,5,14.0,27508.43,0.54,-1.3
59,1001,40,7,1.0,47819.67,0.88,0.27
36,938,17,7,1.0,14024.61,0.36,0.8
22,1729,18,7,3.0,19643.45,0.77,1.36
64,2099,34,5,7.0,103121.52,0.14,-1.03
25,568,5,7,6.0,4054.86,0.96,0.22
65,2733,48,8,10.0,74617.51,0.16,-0.02
67,1415,35,3,5.0,42602.71,0.69,0.89
79,2442,54,4,7.0,196500.59,0.32,-0.95
45,1307,30,4,3.0,27442.3,0.51,0.63
57,1051,29,2,3.0,24226.83,1.0,-0.3
74,1363,45,3,3.0,59370.26,0.83,-0.38
56,64,39,7,1.0,1394.2,0.69,-1.27
43,1713,41,5,4.0,50664.05,0.85,0.81
31,676,32,5,5.0,11834.86,0.15,-0.39
35,1973,20,5,9.0,42109.5,0.26,-0.49
68,523,49,2,2.0,38314.54,0.45,-0.71
51,75,23,0,2.0,1682.07,0.17,-1.09
63,1126,23,8,3.0,20877.0,0.19,1.08
60,2902,29,6,9.0,104281.39,0.7,-1.99
27,1926,15,5,7.0,38833.79,0.29,-1.18
56,1947,56,3,8.0,118521.8,0.46,0.5
70,1035,61,6,1.0,35914.13,0.05,-1.51
76,1833,60,9,6.0,133539.86,0.39,-0.05
71,47,59,8,1.0,1789.04,0.35,0.16
22,1060,39,3,2.0,25125.13,0.99,1.08
57,1266,21,8,5.0,15507.76,0.17,-0.2
53,2107,21,0,8.0,27635.8,0.87,0.73
29,1939,15,6,8.0,29121.19,0.17,-0.24
30,85,27,7,1.0,2939.88,0.15,-1.06
26,1604,43,7,6.0,98956.01,0.03,-0.25
41,973,16,9,6.0,19513.07,0.86,1.27
72,1420,58,1,4.0,104344.12,0.14,1.11
49,666,17,8,1.0,8967.94,0.17,-0.14
59,891,53,0,3.0,45417.81,0.34,1.2
40,322,27,4,1.0,12252.03,0.19,-0.35
23,626,5,7,1.0,1568.65,0.78,-0.14
24,436,27,7,4.0,8539.43,0.95,0.41
57,2468,19,5,13.0,31631.0,0.82,-0.16
34,2292,35,9,12.0,48445.44,0.14,1.27
26,2503,31,8,9.0,98569.87,0.2,1.1
